"","date","File.Name","Dataset","aid","Count","Minimum","Maximum","Range","Mean","Standard.Deviation","Variance","Upper.Quartile","Upper.1.5.IQR","veg_index","Lower.1.5.IQR","Lower.Quartile","min_temp","max_temp","Temperature","Dew.Point","humid","rain","wind_speed","wind_dir","visibility","pollen_count","day","month","year","fyear","ds","logvalue","season","pollen_cat","mintemp_anom","maxtemp_anom"
"546",2012-07-13,"MOD13Q1_006__250m_16_days_EVI_doy2012193_aid0001","_250m_16_days_EVI","aid0001",601,-0.0653,0.5487,"(-0.0653,0.5487)",0.207,0.1086,0.0118,0.272,0.4932,0.1987,-0.0653,0.123,8.1,13.1,10.4,3.4,62.67,3.5,33.5,141.58,16.6,0,"13","07","2012","2012",195,0,"Not in season","Very low",-0.287042704841296,4.7129572951587
"547",2012-07-14,"MOD13Q1_006__250m_16_days_EVI_doy2012193_aid0001","_250m_16_days_EVI","aid0001",601,-0.0653,0.5487,"(-0.0653,0.5487)",0.207,0.1086,0.0118,0.272,0.4932,0.1987,-0.0653,0.123,10.1,15.2,12.4,5.1,61.4,4.18,38,147.29,15.3,0,"14","07","2012","2012",196,0,"Not in season","Very low",1.71871605047254,6.81871605047253
"548",2012-07-15,"MOD13Q1_006__250m_16_days_EVI_doy2012193_aid0001","_250m_16_days_EVI","aid0001",601,-0.0653,0.5487,"(-0.0653,0.5487)",0.207,0.1086,0.0118,0.272,0.4932,0.1987,-0.0653,0.123,8.9,12.3,10.4,8.2,86.81,12.14,22.9,63.48,10.1,0,"15","07","2012","2012",197,0,"Not in season","Very low",0.523794258740532,3.92379425874053
"549",2012-07-16,"MOD13Q1_006__250m_16_days_EVI_doy2012193_aid0001","_250m_16_days_EVI","aid0001",601,-0.0653,0.5487,"(-0.0653,0.5487)",0.207,0.1086,0.0118,0.272,0.4932,0.1987,-0.0653,0.123,11.1,16.1,12.6,11.1,90.78,2.7,14.8,82.48,10.8,0,"16","07","2012","2012",198,0,"Not in season","Very low",2.72821612905248,7.72821612905249
"550",2012-07-18,"MOD13Q1_006__250m_16_days_EVI_doy2012193_aid0001","_250m_16_days_EVI","aid0001",601,-0.0653,0.5487,"(-0.0653,0.5487)",0.207,0.1086,0.0118,0.272,0.4932,0.1987,-0.0653,0.123,6.1,26.1,15.8,5.1,55.39,0.2,16.6,144.41,17.7,2,"18","07","2012","2012",200,1.09861228866811,"Not in season","Low",-2.26481230783257,17.7351876921674
"551",2012-07-19,"MOD13Q1_006__250m_16_days_EVI_doy2012193_aid0001","_250m_16_days_EVI","aid0001",601,-0.0653,0.5487,"(-0.0653,0.5487)",0.207,0.1086,0.0118,0.272,0.4932,0.1987,-0.0653,0.123,10.1,24.1,16.9,4.5,46.74,0,44.3,295.09,17.8,0,"19","07","2012","2012",201,0,"Not in season","Very low",1.73778580315001,15.73778580315
"552",2012-07-20,"MOD13Q1_006__250m_16_days_EVI_doy2012193_aid0001","_250m_16_days_EVI","aid0001",601,-0.0653,0.5487,"(-0.0653,0.5487)",0.207,0.1086,0.0118,0.272,0.4932,0.1987,-0.0653,0.123,12.3,15.1,14,11.5,85.15,10.05,40.7,323.17,12.3,0,"20","07","2012","2012",202,0,"Not in season","Very low",3.93982441253572,6.73982441253572
"553",2012-07-21,"MOD13Q1_006__250m_16_days_EVI_doy2012193_aid0001","_250m_16_days_EVI","aid0001",601,-0.0653,0.5487,"(-0.0653,0.5487)",0.207,0.1086,0.0118,0.272,0.4932,0.1987,-0.0653,0.123,11.1,15.1,12.9,10,82.95,6.14,51.8,290.08,12.4,0,"21","07","2012","2012",203,0,"Not in season","Very low",2.74132772941435,6.74132772941435
"554",2012-07-22,"MOD13Q1_006__250m_16_days_EVI_doy2012193_aid0001","_250m_16_days_EVI","aid0001",601,-0.0653,0.5487,"(-0.0653,0.5487)",0.207,0.1086,0.0118,0.272,0.4932,0.1987,-0.0653,0.123,5.1,14.9,10.4,5.6,73.19,14.5,16.6,164.09,14.8,0,"22","07","2012","2012",204,0,"Not in season","Very low",-3.25768491787338,6.54231508212662
"555",2012-07-23,"MOD13Q1_006__250m_16_days_EVI_doy2012193_aid0001","_250m_16_days_EVI","aid0001",601,-0.0653,0.5487,"(-0.0653,0.5487)",0.207,0.1086,0.0118,0.272,0.4932,0.1987,-0.0653,0.123,7.3,17.5,11.7,4.7,65.06,0.2,11.2,179.72,17.5,1,"23","07","2012","2012",205,0.693147180559945,"Not in season","Low",-1.05723296238769,9.14276703761231
"556",2012-07-24,"MOD13Q1_006__250m_16_days_EVI_doy2012193_aid0001","_250m_16_days_EVI","aid0001",601,-0.0653,0.5487,"(-0.0653,0.5487)",0.207,0.1086,0.0118,0.272,0.4932,0.1987,-0.0653,0.123,9.7,17.1,13.1,8.3,73.11,0,22.3,196.75,15.9,0,"24","07","2012","2012",206,0,"Not in season","Very low",1.3426456785749,8.7426456785749
"557",2012-07-25,"MOD13Q1_006__250m_16_days_EVI_doy2012193_aid0001","_250m_16_days_EVI","aid0001",601,-0.0653,0.5487,"(-0.0653,0.5487)",0.207,0.1086,0.0118,0.272,0.4932,0.1987,-0.0653,0.123,4.1,23.1,12.6,8.2,79.05,0.2,12.8,136,11.9,0,"25","07","2012","2012",207,0,"Not in season","Very low",-4.25808702611887,14.7419129738811
"558",2012-07-26,"MOD13Q1_006__250m_16_days_EVI_doy2012193_aid0001","_250m_16_days_EVI","aid0001",601,-0.0653,0.5487,"(-0.0653,0.5487)",0.207,0.1086,0.0118,0.272,0.4932,0.1987,-0.0653,0.123,7.1,18.1,12.5,10.1,86.03,4.6,28.6,208.42,8,0,"26","07","2012","2012",208,0,"Not in season","Very low",-1.25946910760223,9.74053089239777
"559",2012-07-27,"MOD13Q1_006__250m_16_days_EVI_doy2012193_aid0001","_250m_16_days_EVI","aid0001",601,-0.0653,0.5487,"(-0.0653,0.5487)",0.207,0.1086,0.0118,0.272,0.4932,0.1987,-0.0653,0.123,7.1,17,12.6,7.4,71.5,5.2,29.5,150.58,17.3,1,"27","07","2012","2012",209,0.693147180559945,"Not in season","Low",-1.26153859700843,8.63846140299157
"560",2012-07-29,"MOD13Q1_006__250m_16_days_EVI_doy2012209_aid0001","_250m_16_days_EVI","aid0001",603,-0.0223,0.581,"(-0.0223,0.581)",0.2025,0.1083,0.0117,0.2652,0.4752,0.1949,-0.0223,0.1195,3.1,21.9,11.8,4.4,65.85,0,13,155.24,18.2,1,"29","07","2012","2012",211,0.693147180559945,"Not in season","Low",-5.26789192412237,13.5321080758776
"561",2012-07-30,"MOD13Q1_006__250m_16_days_EVI_doy2012209_aid0001","_250m_16_days_EVI","aid0001",603,-0.0223,0.581,"(-0.0223,0.581)",0.2025,0.1083,0.0117,0.2652,0.4752,0.1949,-0.0223,0.1195,4.1,24.1,13,4.5,63.61,0,16.6,148.96,17.5,0,"30","07","2012","2012",212,0,"Not in season","Very low",-4.2722518240966,15.7277481759034
"562",2012-07-31,"MOD13Q1_006__250m_16_days_EVI_doy2012209_aid0001","_250m_16_days_EVI","aid0001",603,-0.0223,0.581,"(-0.0223,0.581)",0.2025,0.1083,0.0117,0.2652,0.4752,0.1949,-0.0223,0.1195,9.1,15.7,11.9,6.9,73.12,5.73,31.3,147.96,12.7,0,"31","07","2012","2012",213,0,"Not in season","Very low",0.722548743473345,7.32254874347334
"563",2012-08-01,"MOD13Q1_006__250m_16_days_EVI_doy2012209_aid0001","_250m_16_days_EVI","aid0001",603,-0.0223,0.581,"(-0.0223,0.581)",0.2025,0.1083,0.0117,0.2652,0.4752,0.1949,-0.0223,0.1195,5.1,15.1,10.9,3.7,62.99,0,31.3,146.71,16,0,"01","08","2012","2012",214,0,"Not in season","Very low",-3.28352825254579,6.71647174745421
"564",2012-08-02,"MOD13Q1_006__250m_16_days_EVI_doy2012209_aid0001","_250m_16_days_EVI","aid0001",603,-0.0223,0.581,"(-0.0223,0.581)",0.2025,0.1083,0.0117,0.2652,0.4752,0.1949,-0.0223,0.1195,3.1,21,11.4,1,57.61,0,15.8,144.58,18.2,0,"02","08","2012","2012",215,0,"Not in season","Very low",-5.29052084328727,12.6094791567127
"565",2012-08-03,"MOD13Q1_006__250m_16_days_EVI_doy2012209_aid0001","_250m_16_days_EVI","aid0001",603,-0.0223,0.581,"(-0.0223,0.581)",0.2025,0.1083,0.0117,0.2652,0.4752,0.1949,-0.0223,0.1195,8.1,14.3,12.4,8.4,77.2,0,25.5,219.3,13.6,0,"03","08","2012","2012",216,0,"Not in season","Very low",-0.298467059884311,5.90153294011569
"566",2012-08-04,"MOD13Q1_006__250m_16_days_EVI_doy2012209_aid0001","_250m_16_days_EVI","aid0001",603,-0.0223,0.581,"(-0.0223,0.581)",0.2025,0.1083,0.0117,0.2652,0.4752,0.1949,-0.0223,0.1195,9.1,16.1,12,8.7,80.57,0.2,18.4,187.71,13.2,0,"04","08","2012","2012",217,0,"Not in season","Very low",0.692595066529821,7.69259506652982
"567",2012-08-05,"MOD13Q1_006__250m_16_days_EVI_doy2012209_aid0001","_250m_16_days_EVI","aid0001",603,-0.0223,0.581,"(-0.0223,0.581)",0.2025,0.1083,0.0117,0.2652,0.4752,0.1949,-0.0223,0.1195,9.1,16.1,12.2,9.1,82.65,2.06,24.1,197.17,10.7,1,"05","08","2012","2012",218,0.693147180559945,"Not in season","Low",0.682627504821884,7.68262750482189
"568",2012-08-06,"MOD13Q1_006__250m_16_days_EVI_doy2012209_aid0001","_250m_16_days_EVI","aid0001",603,-0.0223,0.581,"(-0.0223,0.581)",0.2025,0.1083,0.0117,0.2652,0.4752,0.1949,-0.0223,0.1195,7.9,13.1,10.5,4.2,65.85,10.79,37.1,196.09,14.1,0,"06","08","2012","2012",219,0,"Not in season","Very low",-0.528407776141369,4.67159222385863
"569",2012-08-07,"MOD13Q1_006__250m_16_days_EVI_doy2012209_aid0001","_250m_16_days_EVI","aid0001",603,-0.0223,0.581,"(-0.0223,0.581)",0.2025,0.1083,0.0117,0.2652,0.4752,0.1949,-0.0223,0.1195,11.1,17.2,13.9,9,72.78,0.2,46.4,153.92,14.3,0,"07","08","2012","2012",220,0,"Not in season","Very low",2.65945119250681,8.75945119250681
"570",2012-08-08,"MOD13Q1_006__250m_16_days_EVI_doy2012209_aid0001","_250m_16_days_EVI","aid0001",603,-0.0223,0.581,"(-0.0223,0.581)",0.2025,0.1083,0.0117,0.2652,0.4752,0.1949,-0.0223,0.1195,10.9,18.2,14.2,8.6,69.48,0,29.7,162.92,19,0,"08","08","2012","2012",221,0,"Not in season","Very low",2.44616637963318,9.74616637963318
"571",2012-08-09,"MOD13Q1_006__250m_16_days_EVI_doy2012209_aid0001","_250m_16_days_EVI","aid0001",603,-0.0223,0.581,"(-0.0223,0.581)",0.2025,0.1083,0.0117,0.2652,0.4752,0.1949,-0.0223,0.1195,5.1,16.2,11.5,6.9,74.31,0,20.5,198.17,18.2,0,"09","08","2012","2012",222,0,"Not in season","Very low",-3.36830024589552,7.73169975410448
"572",2012-08-10,"MOD13Q1_006__250m_16_days_EVI_doy2012209_aid0001","_250m_16_days_EVI","aid0001",603,-0.0223,0.581,"(-0.0223,0.581)",0.2025,0.1083,0.0117,0.2652,0.4752,0.1949,-0.0223,0.1195,6.1,16.1,11.6,7.2,75.44,0,44.9,299.86,16.6,0,"10","08","2012","2012",223,0,"Not in season","Very low",-2.38398671521251,7.61601328478749
"573",2012-08-11,"MOD13Q1_006__250m_16_days_EVI_doy2012209_aid0001","_250m_16_days_EVI","aid0001",603,-0.0223,0.581,"(-0.0223,0.581)",0.2025,0.1083,0.0117,0.2652,0.4752,0.1949,-0.0223,0.1195,9.5,13.1,11.5,7.6,77.02,12.79,48.2,286.46,8.9,0,"11","08","2012","2012",224,0,"Not in season","Very low",0.999068940548938,4.59906894054894
"574",2012-08-12,"MOD13Q1_006__250m_16_days_EVI_doy2012209_aid0001","_250m_16_days_EVI","aid0001",603,-0.0223,0.581,"(-0.0223,0.581)",0.2025,0.1083,0.0117,0.2652,0.4752,0.1949,-0.0223,0.1195,8.1,15.5,11.7,7.8,78,4.67,29.5,222.13,14,0,"12","08","2012","2012",225,0,"Not in season","Very low",-0.419171309744412,6.98082869025559
"575",2012-08-13,"MOD13Q1_006__250m_16_days_EVI_doy2012225_aid0001","_250m_16_days_EVI","aid0001",601,-0.118,0.5782,"(-0.118,0.5782)",0.205,0.1074,0.0115,0.2619,0.4515,0.199,-0.027,0.1265,8.1,20.1,12.6,6.8,70.77,0,14.8,182.35,17,0,"13","08","2012","2012",226,0,"Not in season","Very low",-0.438745497225812,11.5612545027742
"576",2012-08-14,"MOD13Q1_006__250m_16_days_EVI_doy2012225_aid0001","_250m_16_days_EVI","aid0001",601,-0.118,0.5782,"(-0.118,0.5782)",0.205,0.1074,0.0115,0.2619,0.4515,0.199,-0.027,0.1265,8.1,14.1,12,8,76.88,4.2,50,312.96,12,0,"14","08","2012","2012",227,0,"Not in season","Very low",-0.459691653028505,5.54030834697149
"577",2012-08-15,"MOD13Q1_006__250m_16_days_EVI_doy2012225_aid0001","_250m_16_days_EVI","aid0001",601,-0.118,0.5782,"(-0.118,0.5782)",0.205,0.1074,0.0115,0.2619,0.4515,0.199,-0.027,0.1265,9.1,15.1,12.1,8.1,77,13.81,44.3,306.71,12.7,0,"15","08","2012","2012",228,0,"Not in season","Very low",0.517952191714258,6.51795219171426
"578",2012-08-16,"MOD13Q1_006__250m_16_days_EVI_doy2012225_aid0001","_250m_16_days_EVI","aid0001",601,-0.118,0.5782,"(-0.118,0.5782)",0.205,0.1074,0.0115,0.2619,0.4515,0.199,-0.027,0.1265,7.6,15.1,11.5,6.2,71.02,13,37.1,256.27,12.2,0,"16","08","2012","2012",229,0,"Not in season","Very low",-1.00585199413077,6.49414800586923
"579",2012-08-17,"MOD13Q1_006__250m_16_days_EVI_doy2012225_aid0001","_250m_16_days_EVI","aid0001",601,-0.118,0.5782,"(-0.118,0.5782)",0.205,0.1074,0.0115,0.2619,0.4515,0.199,-0.027,0.1265,8.1,16.7,11.1,5.2,69.62,0,17.7,122.64,13.9,0,"17","08","2012","2012",230,0,"Not in season","Very low",-0.531142241696827,8.06885775830317
"580",2012-08-18,"MOD13Q1_006__250m_16_days_EVI_doy2012225_aid0001","_250m_16_days_EVI","aid0001",601,-0.118,0.5782,"(-0.118,0.5782)",0.205,0.1074,0.0115,0.2619,0.4515,0.199,-0.027,0.1265,3.1,17.7,10.5,5.6,73.3,0,18,194.4,13.5,0,"18","08","2012","2012",231,0,"Not in season","Very low",-5.55795658211717,9.04204341788282
"581",2012-08-19,"MOD13Q1_006__250m_16_days_EVI_doy2012225_aid0001","_250m_16_days_EVI","aid0001",601,-0.118,0.5782,"(-0.118,0.5782)",0.205,0.1074,0.0115,0.2619,0.4515,0.199,-0.027,0.1265,6.1,15.1,10.8,6.1,73.91,1.8,37.1,297.83,12.8,0,"19","08","2012","2012",232,0,"Not in season","Very low",-2.58633304652505,6.41366695347495
"582",2012-08-20,"MOD13Q1_006__250m_16_days_EVI_doy2012225_aid0001","_250m_16_days_EVI","aid0001",601,-0.118,0.5782,"(-0.118,0.5782)",0.205,0.1074,0.0115,0.2619,0.4515,0.199,-0.027,0.1265,8.5,15.4,11.4,5.9,72.64,22.39,25.9,211.61,14.1,0,"20","08","2012","2012",233,0,"Not in season","Very low",-0.216309666053707,6.68369033394629
"583",2012-08-21,"MOD13Q1_006__250m_16_days_EVI_doy2012225_aid0001","_250m_16_days_EVI","aid0001",601,-0.118,0.5782,"(-0.118,0.5782)",0.205,0.1074,0.0115,0.2619,0.4515,0.199,-0.027,0.1265,7.1,15.1,10.7,5.6,71.68,1.66,25.9,240.25,13.7,0,"21","08","2012","2012",234,0,"Not in season","Very low",-1.64792447183639,6.35207552816361
"584",2012-08-22,"MOD13Q1_006__250m_16_days_EVI_doy2012225_aid0001","_250m_16_days_EVI","aid0001",601,-0.118,0.5782,"(-0.118,0.5782)",0.205,0.1074,0.0115,0.2619,0.4515,0.199,-0.027,0.1265,8.1,15.4,11.6,7.5,77.31,2.8,20.5,182.5,16.9,1,"22","08","2012","2012",235,0.693147180559945,"Not in season","Low",-0.68121549500634,6.61878450499366
"585",2012-08-23,"MOD13Q1_006__250m_16_days_EVI_doy2012225_aid0001","_250m_16_days_EVI","aid0001",601,-0.118,0.5782,"(-0.118,0.5782)",0.205,0.1074,0.0115,0.2619,0.4515,0.199,-0.027,0.1265,4.1,16.9,10.7,4.9,70.26,0.4,22.3,260.24,14,0,"23","08","2012","2012",236,0,"Not in season","Very low",-4.71622076669681,8.08377923330319
"586",2012-08-24,"MOD13Q1_006__250m_16_days_EVI_doy2012225_aid0001","_250m_16_days_EVI","aid0001",601,-0.118,0.5782,"(-0.118,0.5782)",0.205,0.1074,0.0115,0.2619,0.4515,0.199,-0.027,0.1265,3.1,19.5,11.3,5.4,69.9,0,18.4,216.95,14.6,0,"24","08","2012","2012",237,0,"Not in season","Very low",-5.75297831804106,10.6470216819589
"587",2012-08-25,"MOD13Q1_006__250m_16_days_EVI_doy2012225_aid0001","_250m_16_days_EVI","aid0001",601,-0.118,0.5782,"(-0.118,0.5782)",0.205,0.1074,0.0115,0.2619,0.4515,0.199,-0.027,0.1265,11.1,15.2,13,9.7,80.55,4.68,45.2,337.54,11.8,0,"25","08","2012","2012",238,0,"Not in season","Very low",2.20847381982769,6.30847381982769
"588",2012-08-26,"MOD13Q1_006__250m_16_days_EVI_doy2012225_aid0001","_250m_16_days_EVI","aid0001",601,-0.118,0.5782,"(-0.118,0.5782)",0.205,0.1074,0.0115,0.2619,0.4515,0.199,-0.027,0.1265,11.1,16.1,13.2,9.3,77.93,3.6,27.7,299.63,14.3,0,"26","08","2012","2012",239,0,"Not in season","Very low",2.16809761577618,7.16809761577618
"589",2012-08-27,"MOD13Q1_006__250m_16_days_EVI_doy2012225_aid0001","_250m_16_days_EVI","aid0001",601,-0.118,0.5782,"(-0.118,0.5782)",0.205,0.1074,0.0115,0.2619,0.4515,0.199,-0.027,0.1265,9.5,18.9,13.9,10.1,79.36,0,27.7,201.18,17.4,0,"27","08","2012","2012",240,0,"Not in season","Very low",0.52585503867115,9.92585503867115
"590",2012-08-28,"MOD13Q1_006__250m_16_days_EVI_doy2012225_aid0001","_250m_16_days_EVI","aid0001",601,-0.118,0.5782,"(-0.118,0.5782)",0.205,0.1074,0.0115,0.2619,0.4515,0.199,-0.027,0.1265,7.1,20.1,13.5,10.4,83.12,0,20.5,155.95,13.8,0,"28","08","2012","2012",241,0,"In season","Very low",-1.91829194262063,11.0817080573794
"591",2012-08-29,"MOD13Q1_006__250m_16_days_EVI_doy2012241_aid0001","_250m_16_days_EVI","aid0001",605,-0.0839,0.5737,"(-0.0839,0.5737)",0.2091,0.1242,0.0154,0.2968,0.5737,0.2024,-0.0839,0.107,13.1,17.1,14.4,8.1,66.77,0,29.5,326.75,14,0,"29","08","2012","2012",242,0,"In season","Very low",4.03561864076758,8.03561864076758
"592",2012-08-30,"MOD13Q1_006__250m_16_days_EVI_doy2012241_aid0001","_250m_16_days_EVI","aid0001",605,-0.0839,0.5737,"(-0.0839,0.5737)",0.2091,0.1242,0.0154,0.2968,0.5737,0.2024,-0.0839,0.107,11.1,18.1,14.4,7.8,65.83,0,27.7,303.38,15.6,1,"30","08","2012","2012",243,0.693147180559945,"In season","Low",1.98754875770255,8.98754875770255
"593",2012-08-31,"MOD13Q1_006__250m_16_days_EVI_doy2012241_aid0001","_250m_16_days_EVI","aid0001",605,-0.0839,0.5737,"(-0.0839,0.5737)",0.2091,0.1242,0.0154,0.2968,0.5737,0.2024,-0.0839,0.107,11.6,15.1,13.4,9.5,77.9,7.27,55.4,237.57,11.4,0,"31","08","2012","2012",244,0,"In season","Very low",2.43746108512372,5.93746108512372
"594",2012-09-01,"MOD13Q1_006__250m_16_days_EVI_doy2012241_aid0001","_250m_16_days_EVI","aid0001",605,-0.0839,0.5737,"(-0.0839,0.5737)",0.2091,0.1242,0.0154,0.2968,0.5737,0.2024,-0.0839,0.107,6.1,15.7,11.2,3.9,63.07,4.93,22.3,167.13,13.7,0,"01","09","2012","2012",245,0,"In season","Very low",-3.11463921566734,6.48536078433266
"595",2012-09-02,"MOD13Q1_006__250m_16_days_EVI_doy2012241_aid0001","_250m_16_days_EVI","aid0001",605,-0.0839,0.5737,"(-0.0839,0.5737)",0.2091,0.1242,0.0154,0.2968,0.5737,0.2024,-0.0839,0.107,3.1,16.3,10.6,3.7,65.24,0.2,18.4,145.59,17.5,3,"02","09","2012","2012",246,1.38629436111989,"In season","Moderate",-6.16868113260776,7.03131886739224
"596",2012-09-03,"MOD13Q1_006__250m_16_days_EVI_doy2012241_aid0001","_250m_16_days_EVI","aid0001",605,-0.0839,0.5737,"(-0.0839,0.5737)",0.2091,0.1242,0.0154,0.2968,0.5737,0.2024,-0.0839,0.107,9.3,14.6,12.1,6.2,68.26,0.4,33.5,151.39,15.6,0,"03","09","2012","2012",247,0,"In season","Very low",-0.0245879890530816,5.27541201094692
"597",2012-09-04,"MOD13Q1_006__250m_16_days_EVI_doy2012241_aid0001","_250m_16_days_EVI","aid0001",605,-0.0839,0.5737,"(-0.0839,0.5737)",0.2091,0.1242,0.0154,0.2968,0.5737,0.2024,-0.0839,0.107,3.1,21.8,12.7,4.3,60.68,0.2,28.5,121.83,14.8,9,"04","09","2012","2012",248,2.30258509299405,"In season","High",-6.28228310835883,12.4177168916412
"598",2012-09-05,"MOD13Q1_006__250m_16_days_EVI_doy2012241_aid0001","_250m_16_days_EVI","aid0001",605,-0.0839,0.5737,"(-0.0839,0.5737)",0.2091,0.1242,0.0154,0.2968,0.5737,0.2024,-0.0839,0.107,8.1,19.8,13.5,7,66.76,0,38.9,228.41,16.3,0,"05","09","2012","2012",249,0,"In season","Very low",-1.34168981388055,10.3583101861195
"599",2012-09-06,"MOD13Q1_006__250m_16_days_EVI_doy2012241_aid0001","_250m_16_days_EVI","aid0001",605,-0.0839,0.5737,"(-0.0839,0.5737)",0.2091,0.1242,0.0154,0.2968,0.5737,0.2024,-0.0839,0.107,7.1,23.4,16.5,9.1,63.84,0,20.5,173.5,19.7,6,"06","09","2012","2012",250,1.94591014905531,"In season","Moderate",-2.40273142897374,13.8972685710263
"600",2012-09-07,"MOD13Q1_006__250m_16_days_EVI_doy2012241_aid0001","_250m_16_days_EVI","aid0001",605,-0.0839,0.5737,"(-0.0839,0.5737)",0.2091,0.1242,0.0154,0.2968,0.5737,0.2024,-0.0839,0.107,9.1,22.1,15.6,9,69.03,2,24.1,179.96,18.5,3,"07","09","2012","2012",251,1.38629436111989,"In season","Moderate",-0.465331276993965,12.534668723006
"601",2012-09-08,"MOD13Q1_006__250m_16_days_EVI_doy2012241_aid0001","_250m_16_days_EVI","aid0001",605,-0.0839,0.5737,"(-0.0839,0.5737)",0.2091,0.1242,0.0154,0.2968,0.5737,0.2024,-0.0839,0.107,4.1,20.3,13.6,9.2,72.54,0,16.6,174.53,14.8,1,"08","09","2012","2012",252,0.693147180559945,"In season","Low",-5.52941268129674,10.6705873187033
"602",2012-09-09,"MOD13Q1_006__250m_16_days_EVI_doy2012241_aid0001","_250m_16_days_EVI","aid0001",605,-0.0839,0.5737,"(-0.0839,0.5737)",0.2091,0.1242,0.0154,0.2968,0.5737,0.2024,-0.0839,0.107,12.1,16.8,14,9.6,75.5,1.58,40.7,270.54,12.8,0,"09","09","2012","2012",253,0,"In season","Very low",2.40510103476242,7.10510103476242
"603",2012-09-10,"MOD13Q1_006__250m_16_days_EVI_doy2012241_aid0001","_250m_16_days_EVI","aid0001",605,-0.0839,0.5737,"(-0.0839,0.5737)",0.2091,0.1242,0.0154,0.2968,0.5737,0.2024,-0.0839,0.107,9.9,17.7,14.4,8.5,69.14,3.2,25.9,290.29,13.1,3,"10","09","2012","2012",254,1.38629436111989,"In season","Moderate",0.138286547827954,7.93828654782795
"604",2012-09-11,"MOD13Q1_006__250m_16_days_EVI_doy2012241_aid0001","_250m_16_days_EVI","aid0001",605,-0.0839,0.5737,"(-0.0839,0.5737)",0.2091,0.1242,0.0154,0.2968,0.5737,0.2024,-0.0839,0.107,5.1,19.9,13.4,8.7,74.82,0,25.9,155.67,13.3,5,"11","09","2012","2012",255,1.79175946922805,"In season","Moderate",-4.72977946545564,10.0702205345444
"605",2012-09-12,"MOD13Q1_006__250m_16_days_EVI_doy2012241_aid0001","_250m_16_days_EVI","aid0001",605,-0.0839,0.5737,"(-0.0839,0.5737)",0.2091,0.1242,0.0154,0.2968,0.5737,0.2024,-0.0839,0.107,8.1,18.8,14.6,10.3,76.29,0,35.3,255.09,13.3,0,"12","09","2012","2012",256,0,"In season","Very low",-1.79902032844391,8.90097967155609
"606",2012-09-13,"MOD13Q1_006__250m_16_days_EVI_doy2012241_aid0001","_250m_16_days_EVI","aid0001",605,-0.0839,0.5737,"(-0.0839,0.5737)",0.2091,0.1242,0.0154,0.2968,0.5737,0.2024,-0.0839,0.107,12.1,16.1,14.3,10,76.23,0.6,26.1,231.96,13.4,3,"13","09","2012","2012",257,1.38629436111989,"In season","Moderate",2.13064063550762,6.13064063550762
"607",2012-09-14,"MOD13Q1_006__250m_16_days_EVI_doy2012257_aid0001","_250m_16_days_EVI","aid0001",603,-0.07,0.5754,"(-0.07,0.5754)",0.2201,0.1225,0.015,0.3058,0.5565,0.2237,-0.07,0.1274,11.1,22.1,16.4,6.8,55.39,0.95,31,141.18,15,3,"14","09","2012","2012",258,1.38629436111989,"In season","Moderate",1.05928010304342,12.0592801030434
"608",2012-09-15,"MOD13Q1_006__250m_16_days_EVI_doy2012257_aid0001","_250m_16_days_EVI","aid0001",603,-0.07,0.5754,"(-0.07,0.5754)",0.2201,0.1225,0.015,0.3058,0.5565,0.2237,-0.07,0.1274,8.1,28.5,18,6.8,53.88,0,14.8,153.05,15.5,7,"15","09","2012","2012",259,2.07944154167984,"In season","Moderate",-2.01302524919204,18.386974750808
"609",2012-09-16,"MOD13Q1_006__250m_16_days_EVI_doy2012257_aid0001","_250m_16_days_EVI","aid0001",603,-0.07,0.5754,"(-0.07,0.5754)",0.2201,0.1225,0.015,0.3058,0.5565,0.2237,-0.07,0.1274,10.1,35.9,20.6,5.8,46.56,0,23.2,153.13,15.6,28,"16","09","2012","2012",260,3.36729582998647,"In season","Very high",-0.0861987445542898,25.7138012554457
"610",2012-09-17,"MOD13Q1_006__250m_16_days_EVI_doy2012257_aid0001","_250m_16_days_EVI","aid0001",603,-0.07,0.5754,"(-0.07,0.5754)",0.2201,0.1225,0.015,0.3058,0.5565,0.2237,-0.07,0.1274,14.1,20.9,16.4,10.2,67.99,0,29.5,262.08,14.4,2,"17","09","2012","2012",261,1.09861228866811,"In season","Low",3.83983629360114,10.6398362936011
"611",2012-09-18,"MOD13Q1_006__250m_16_days_EVI_doy2012257_aid0001","_250m_16_days_EVI","aid0001",603,-0.07,0.5754,"(-0.07,0.5754)",0.2201,0.1225,0.015,0.3058,0.5565,0.2237,-0.07,0.1274,13.1,18.1,15.1,8.1,63.58,1.8,33.5,283.52,14,12,"18","09","2012","2012",262,2.56494935746154,"In season","High",2.76515654191872,7.76515654191872
"612",2012-09-19,"MOD13Q1_006__250m_16_days_EVI_doy2012257_aid0001","_250m_16_days_EVI","aid0001",603,-0.07,0.5754,"(-0.07,0.5754)",0.2201,0.1225,0.015,0.3058,0.5565,0.2237,-0.07,0.1274,10.1,19,14.4,7.5,65.15,0,27.7,265.33,15,13,"19","09","2012","2012",263,2.63905732961526,"In season","High",-0.310161322957084,8.58983867704292
